14667	4079
14667	9801
14667	7714
14667	1055
14667	6372
14667	3956
14667	2247
14667	1837
14667	414
14667	687
14667	5491
14667	2529
14667	5822
14667	447
14667	8284
14667	1220
14667	94
14667	2871
14667	5754
14667	3771
14667	3579
14667	2935
14667	4095
14667	11702
14667	11703
14667	2838
14667	3835
14667	1943
14667	5748
14667	6108
14667	11491
14667	13882
14667	1731
14667	5230
14667	3714
14667	4863
14667	3925
14667	7559
14667	772
14667	2276
14667	2649
14667	2159
14667	419
14667	13220
14667	3913
14667	7689
14667	340
14667	2597
14667	2148
14667	2045
14667	70
14667	3858
14667	3638
14667	1258
14667	3593
14667	8150
14667	8380
14667	11433
14667	2271
14667	8343
14667	12161
14667	8740
14667	12
14667	1049
14667	7686
14667	2603
14667	11438
14667	9671
14667	1840
14667	205
14667	4111
14667	3809
14667	11524
14667	13941
14667	7257
14667	3762
14667	5186
14667	4310
14667	958
14667	3597
14667	9143
14667	3660
14667	7768
14667	5697
14667	5979
14667	2722
14667	191
14667	7716
14667	2488
14667	4682
14667	8807
14667	2761
14667	3002
14667	6567
14667	6568
14667	13619
14667	7778
14667	5699
14667	2154
14667	8655
14667	504
14667	505
14667	506
14667	3742
14667	5761
14667	7728
14667	7595
14667	1825
14667	378
14667	7692
14667	3859
14667	13141
14667	5695
14667	1168
14667	3206
14667	1430
14667	5862
14667	683
14667	440
14667	442
14667	880
14667	3906
14667	5679
14667	12076
14667	14
14667	2043
14667	2044
14667	2150
14667	1460
14667	13304
14667	11290
14667	5847
14667	5848
14667	198
14667	8730
14667	7712
14667	12571
14667	1091
14667	3308
14667	3249
14667	1318
14667	4106
14667	8445
14667	1963
14667	172
14667	6526
14667	1493
14667	1285
14667	5135
14667	4008
14667	8340
14667	3515
14667	2231
14667	10724
14667	3634
14667	1213
14667	1425
14667	3143
14667	229
14667	4435
14667	3870
14667	2149
14667	905
14667	7304
14667	7754
14667	6074
14667	1419
14667	857
14667	3195
14667	3635
14667	10177
14667	3843
14667	11745
14667	254
14667	255
14667	4398
14667	7687
14667	3652
14667	3653
14667	5864
14667	114
14667	3301
14667	2073
14667	2441
14667	3702
14667	3703
14667	10131
14667	993
14667	74
14667	1440
14667	2672
14667	243
14667	1614
14667	854
14667	1364
14667	1171
14667	1395
14667	15
14667	2489
14667	2874
14667	458
14667	459
14667	8491
14667	13855
14667	1640
14667	3717
14667	2693
14667	7497
14667	5740
14667	3314
14667	11984
14667	7751
14667	7752
14667	619
14667	376
14667	5273
14667	435
14667	1034
14667	7533
14667	8731
14667	4001
14667	7633
14667	7634
14667	7524
14667	1079
14667	3383
14667	203
14667	5509
14667	186
14667	3234
14667	874
14667	4286
14667	6413
